"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
psi_st1_7_y,pneumonia_severity_index,,descriptive,"<div class=""rich-text-field-label""><p>Neoplastic disease: <span style=""background-color: #ff0000; color: #ffffff;""> YES </span></p></div>",,,,,,,[psi_st1_7]='1',,,,,," @HIDDEN-FORM"
psi_st1_7_n,pneumonia_severity_index,,descriptive,"<div class=""rich-text-field-label""><p>Neoplastic disease: No </p></div>",,,,,,,[psi_st1_7]='0',,,,,," @HIDDEN-FORM"
psi_st1_8,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Chronic heart disease: [chd]</span></p></div>",,,,,,,,,,,,," @HIDDEN-FORM"
psi_st1_8_y,pneumonia_severity_index,,descriptive,"<div class=""rich-text-field-label""><p>Congestive heart failure: <span style=""background-color: #ff0000; color: #ffffff;""> YES </span></p></div>",,,,,,,[psi_st1_8]='1',,,,,," @HIDDEN-FORM"
psi_st1_8_n,pneumonia_severity_index,,descriptive,"<div class=""rich-text-field-label""><p>Congestive heart failure: No </p></div>",,,,,,,[psi_st1_8]='0',,,,,," @HIDDEN-FORM"
psi_st1_9,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Neurological disease: [neurological_disease]</span></p></div>",,,,,,,,,,,,," @HIDDEN-FORM"
psi_st1_9_y,pneumonia_severity_index,,descriptive,"<div class=""rich-text-field-label""><p>Cerebrovascular disease: <span style=""background-color: #ff0000; color: #ffffff;""> YES </span></p></div>",,,,,,,[psi_st1_9]='1',,,,,," @HIDDEN-FORM"
psi_st1_9_n,pneumonia_severity_index,,descriptive,"<div class=""rich-text-field-label""><p>Cerebrovascular disease: No </p></div>",,,,,,,[psi_st1_9]='0',,,,,," @HIDDEN-FORM"
psi_st1_10,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Chronic kidney disease: [ckd]</span></p></div>",,,,,,,,,,,,," @HIDDEN-FORM"
psi_st1_10_y,pneumonia_severity_index,,descriptive,"<div class=""rich-text-field-label""><p>Renal disease: <span style=""background-color: #ff0000; color: #ffffff;""> YES </span></p></div>",,,,,,,[psi_st1_10]='1',,,,,," @HIDDEN-FORM"
psi_st1_10_n,pneumonia_severity_index,,descriptive,"<div class=""rich-text-field-label""><p>Renal disease: No </p></div>",,,,,,,[psi_st1_10]='0',,,,,," @HIDDEN-FORM"
psi_st1_11,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Liver disease: [liver_disease]</span></p></div>",,,,,,,,,,,,," @HIDDEN-FORM"
psi_st1_11_y,pneumonia_severity_index,,descriptive,"<div class=""rich-text-field-label""><p>Liver disease: <span style=""background-color: #ff0000; color: #ffffff;""> YES </span></p></div>",,,,,,,[psi_st1_11]='1',,,,,," @HIDDEN-FORM"
psi_st1_11_n,pneumonia_severity_index,,descriptive,"<div class=""rich-text-field-label""><p>Liver disease: No </p></div>",,,,,,,[psi_st1_11]='0',,,,,," @HIDDEN-FORM"
step_1_total,pneumonia_severity_index,,text,"Step 1 total",,,,,,,,,,,,," @HIDDEN-FORM"
psi_rc1,pneumonia_severity_index,,descriptive,"<div class=""blue"";><span style=""font-weight:normal;font-color:blue;font-size:120%"">Participant assigned to <b>Risk Class I</b></span></div>",,,,,,,[step_1_total]='0',,,,,,
psi_s2_lbl,pneumonia_severity_index,"<h5><b>Step 2: Stratify to Risk Class II vs III vs IV vs V</b></h5>",descriptive,<h5>Demographics:</h5>,,,,,,,,,,,,," @HIDDEN-FORM"
psi_st2_1,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Gender:</span> [gender]</p></div>",,,,,,,,y,,,,," @HIDDEN-FORM"
psi_st2_2,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Nursing home resident:</span> [care_home]</p></div>",,,,,,,,y,,,,," @HIDDEN-FORM"
psi_s2_lbl_2,pneumonia_severity_index,,descriptive,<h5>Comorbidity:</h5>,,,,,,,,,,,,," @HIDDEN-FORM"
psi_st2_3,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Neoplastic disease:</span></p></div>",,,,,,,,y,,,,," @HIDDEN-FORM"
psi_st2_4,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Liver disease:</span></p></div>",,,,,,,,y,,,,," @HIDDEN-FORM"
psi_st2_5,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Congestive heart failure:</span></p></div>",,,,,,,,y,,,,," @HIDDEN-FORM"
psi_st2_6,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Cerebrovascular disease:</span></p></div>",,,,,,,,y,,,,," @HIDDEN-FORM"
psi_st2_7,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Renal disease:</span></p></div>",,,,,,,,y,,,,," @HIDDEN-FORM"
psi_s2_lbl_3,pneumonia_severity_index,,descriptive,"<h5>Physical Exam Findings:</h5>",,,,,,,,,,,,," @HIDDEN-FORM"
psi_st2_8,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Altered mental status:</span></p></div>",,,,,,,,y,,,,," @HIDDEN-FORM"
psi_st2_9,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Pulse ≥125/minute:</span></p></div>",,,,,,,,y,,,,," @HIDDEN-FORM"
psi_st2_10,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Respiratory rate >30/minute:</span></p></div>",,,,,,,,y,,,,," @HIDDEN-FORM"
psi_st2_11,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Systolic blood pressure < 90 mm Hg:</span></p></div>",,,,,,,,y,,,,," @HIDDEN-FORM"
psi_st2_12,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Temperature < 35 °C or ≥40 °C:</span></p></div>",,,,,,,,y,,,,," @HIDDEN-FORM"
psi_s2_lbl_4,pneumonia_severity_index,,descriptive,"<h5>Lab and Radiographic Findings:</h5>",,,,,,,,,,,,," @HIDDEN-FORM"
psi_st2_13,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">pH: [ph_7_35]</span></p> <p><span style=""font-weight: normal; color: #ff0000;"">+30 if arterial pH < 7.35</span></p></div>",,,,,,,,,,,,," @HIDDEN-FORM"
ur_mgdl,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Urea (mmol/L): [ur_result] /0.357</span></p></div>",,"in mg/dL",,,,,,,,,,," @HIDDEN-FORM"
psi_st2_15,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Blood urea nitrogen: urea (mmol/L)=[ur_result] /0.357</span></p> <p><span style=""font-weight: normal;"">=[ur_mgdl]mg/dL</span></p> <p><span style=""font-weight: normal; color: #ff0000;"">+20 if ≥30 mg/dL (9 mmol/liter)</span></p></div>",,,,,,,,,,,,," @HIDDEN-FORM"
psi_st2_16,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Sodium: [na_result]</span></p> <p><span style=""font-weight: normal; color: #ff0000;"">+20 if < 130 mmol/liter</span></p></div>",,,,,,,,,,,,," @HIDDEN-FORM"
glucose_mgdl,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Glucose (mmol/L): [glucose] x18.0182</span></p></div>",,"in mg/dL",,,,,,,,,,," @HIDDEN-FORM"
psi_st2_17,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Glucose: [glucose](mmol/L) x18.0182</span></p> <p><span style=""font-weight: normal;"">=[glucose_mgdl]mg/dL</span></p> <p><span style=""font-weight: normal; color: #ff0000;"">+20 if ≥250 mg/dL (14 mmol/liter)</span></p></div>",,,,,,,,,,,,," @HIDDEN-FORM"
haematocrit_percent,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Hematocrit: [haematocrit]L/L x100</span></p></div>",,"in mg/dL",,,,,,,,,,," @HIDDEN"
psi_st2_18,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Hematocrit: [haematocrit](L/L)</span></p> <p><span style=""font-weight: normal;"">=[haematocrit_percent]%</span></p> <p><span style=""font-weight: normal; color: #ff0000;"">+10 if < 30% (0.3)</span></p></div>",,,,,,,,,,,,," @HIDDEN-FORM"
psi_st2_19,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Partial pressure of arterial O<sub>2</sub>: [pulse_ox]% sats</span></p> <p><span style=""font-weight: normal; color: #ff0000;"">+10 if < 60mmHg (sats< 90%)</span></p></div>",,,,,,,,,,,,," @HIDDEN-FORM"
psi_st2_20,pneumonia_severity_index,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;""> Pleural effusion: consistent with pleural effusion <u>[radiology_result(4)]</u></span></p> <p><span style=""font-weight: normal; color: #ff0000;"">+10 if ticked</span></p></div>",,,,,,,,,,,,," @HIDDEN-FORM"
step_2_sum_total,pneumonia_severity_index,,text,"<h5>Step 2 sum total</h5>",,,,,,,,,,,,," @HIDDEN-FORM"
psi_rc1a,pneumonia_severity_index,,descriptive,"<div class=""blue"";><span style=""font-weight:normal;font-color:blue;font-size:120%"">Participant assigned to <b>Risk Class I</b></span></div>",,,,,,,[step_1_total]='0',,,,,,
psi_rc2,pneumonia_severity_index,,descriptive,"<div class=""blue"";><span style=""font-weight:normal;font-color:blue;font-size:120%"">Participant assigned to <b>Risk Class II</b></span></div>",,,,,,,"[step_1_total]>'0' and [step_2_sum_total]<71",,,,,,
psi_rc3,pneumonia_severity_index,,descriptive,"<div class=""blue"";><span style=""font-weight:normal;font-color:blue;font-size:120%"">Participant assigned to <b>Risk Class III</b></span></div>",,,,,,,"[step_1_total]>'0' and [step_2_sum_total]>70 and [step_2_sum_total]<91",,,,,,
psi_rc4,pneumonia_severity_index,,descriptive,"<div class=""blue"";><span style=""font-weight:normal;font-color:blue;font-size:120%"">Participant assigned to <b>Risk Class IV</b></span></div>",,,,,,,"[step_1_total]>'0' and [step_2_sum_total]>90 and [step_2_sum_total]<131",,,,,,
psi_rc5,pneumonia_severity_index,,descriptive,"<div class=""blue"";><span style=""font-weight:normal;font-color:blue;font-size:120%"">Participant assigned to <b>Risk Class V</b></span></div>",,,,,,,"[step_1_total]>'0' and [step_2_sum_total]>130",,,,,,
psi_class,pneumonia_severity_index,,radio,"Select PSI Class","1, Class I|2, Class II|3, Class III|4, Class IV|5, Class V",,,,,,,y,,,,,
warning_declined16,comments,,descriptive,"<div class=""yellow"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">Participant has declined consent to the study. Do not collect any further data.</span></div>",,,,,,,"[consented]= '2' OR [ppc]= '2'",,,,,,
warning_withdrawal12,comments,,descriptive,"<div class=""yellow"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">Participant has withdrawn from the study. Do not collect any further data.</span></div>",,,,,,,"[withdrawal_aspect] ='1' OR [withdrawal_aspect]='2'",,,,,,
comments,comments,,notes,"Add any comments you want to record about this case here",,,,,,,,,,,,,
withdrawal,consent_management,,yesno,"Did this participant withdraw from the study",,,,,,,"[include_patient] = '1'",y,LH,,,,
date_of_withdrawal,consent_management,,text,"Date of Withdrawal",,,date_dmy,,,,"[withdrawal] = '1'",y,,,,,
reason_for_withdrawal,consent_management,,text,"Reason for withdrawal ",,,,,,,"[withdrawal] = '1'",y,,,,,
does_participant_want_the,consent_management,,yesno,"Does participant want the samples to be destroyed? ",,,,,,,"[withdrawal] = '1'",y,,,,," @HIDDEN"
withdrawal_aspect,consent_management,,radio,"Which aspect of the study participant wants to be withdrawn from?","1, Whole study (samples and data) | 2, All data | 3, Participant does not want further data to be collected, but is content for current data to stay on database | 4, Samples | 5, Other",,,,,,"[withdrawal] = 1",,,,,,
withdrawal_aspect_other,consent_management,,text,"If other, please specify:",,,,,,,"[withdrawal_aspect] = 5",,,,,,
warning_declined_adhoc,adhoc_samples,,descriptive,"<div class=""yellow"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">Participant does not want samples to be taken </span></div>",,,,,,,"[withdrawal_aspect] ='1' OR [withdrawal_aspect]= '4' OR [consent]='2' OR [ppc]='2'",,,,,,
ad_hoc_samples,adhoc_samples,,yesno,"Have ad-hoc samples been taken for this patient?",,,,,,,,y,,,,,
adhoc_samp_d,adhoc_samples,,text,"Time from admission to ad-hoc sample",,,,,,,,,,,,,
ad_hoc_samp_type,adhoc_samples,,radio,"What was the sample type?","1, Nose swab | 2, Throat swab | 3, Sputum swab | 4, Pleural fluid | 5, Bronchoalveolar lavage fluid | 6, Saliva | 7, Serum | 8, Blood | 9, Urine | 10, Other",,,,,,"[ad_hoc_samples] = '1'",y,,,,,
ad_hoc_samp_2,adhoc_samples,,text,"Specify other",,,,,,,"[ad_hoc_samp_type(10)] = '1'",y,,,,,
study_staff_member_adhoc,adhoc_samples,,text,"Study staff member taking Ad-hoc samples (initials)",,,alpha_only,,,,"[ad_hoc_samples] = '1'",y,,,,,
warning_declined18,planning_follow_up,,descriptive,"<div class=""yellow"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">Participant has declined consent to the study. Do not collect any further data.</span></div>",,,,,,,"[consented]= '2' OR [ppc]= '2'",,,,,,
warning_withdrawal14,planning_follow_up,,descriptive,"<div class=""yellow"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">Participant has withdrawn from the study. Do not collect any further data.</span></div>",,,,,,,"[withdrawal_aspect] = '1' OR [withdrawal_aspect] = '2'",,,,,,
warning_no_further_data8,planning_follow_up,,descriptive,"<div class=""yellow"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">Participant does not want any further data to be collected.</span></div>",,,,,,,[withdrawal_aspect]='3',,,,,,
fu_needed,planning_follow_up,,descriptive,"<div class=""red"";><span style=""font-weight:normal;font-color:red;font-size:140%"">This participant needs to have  a follow up visit on day 45 (window is day 22-60). 
The participant's admission date was [admission_date] </span></div>",,,,,,,"[day45] = '1'",,,,,,
fu_not_needed,planning_follow_up,,descriptive,"<div class=""blue"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">This participant does not require a follow up visit </span></div>",,,,,,,"[day45] = ""0""",,,,,,
give_name,planning_follow_up,,descriptive,"<div class=""blue"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">The patient's name is [name]</span></div>",,,,,,,"[day45] = '1'",,,,,,
give_tel_no,planning_follow_up,,descriptive,"<div class=""blue"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">The patient's telephone number is [telephone_number]</span></div>",,,,,,,"[day45] = '1'",,,,,,
piping_email,planning_follow_up,,descriptive,"<div class=""blue"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">The patient's e-mail is [patient_email]</span></div>",,,,,,,,,,,,,
fu_booked,planning_follow_up,,yesno,"Has the patient been contacted to arrange an appointment?",,,,,,,"[day45] = '1'",y,,,,,
fu_location,planning_follow_up,,text,"Where is the appointment taking place?",,,,,,,"[fu_booked]=""1""",y,,,,,
warning_declined19,follow_up,,descriptive,"<div class=""yellow"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">Participant has declined consent to the study. Do not collect any further data.</span></div>",,,,,,,"[consented]= '2' OR [ppc]= '2'",,,,,,
warning_withdrawal15,follow_up,,descriptive,"<div class=""yellow"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">Participant has withdrawn from the study. Do not collect any further data.</span></div>",,,,,,,"[withdrawal_aspect] ='1' OR [withdrawal_aspect] = '2'",,,,,,
warning_no_further_data7,follow_up,,descriptive,"<div class=""yellow"";><span style=""font-weight:normal;font-color:blue;font-size:140%"">Participant does not want any further data to be collected.</span></div>",,,,,,,"[withdrawal_aspect] = '3'",,,,,,
fu_occurred,follow_up,"Symptom Questions on Day 45",yesno,"Has the follow-up occurred? ",,,,,,,"[day45] = '1'",y,,,,,
d45app_d,follow_up,,text,"Days from admission until D45 appt",,,,,,,,,,,,,
d45_symp_pre,follow_up,,yesno,"Has the patient had any symptoms compatible with new episode of lower respiratory tract disease in the 45 days since admission?",,,,,,,"[day45] = '1'",y,,,,,
d45app_sympstart,follow_up,,text,"Days from admission start of symptoms before D45 follow up appt",,,,,,,,,,,,,
d45app_sympenf,follow_up,,text,"Days from admission until end of symptoms before D45 follow up appt",,,,,,,,,,,,,
d45_vax,follow_up,,yesno,"Has the patient had any vaccinations since admission?",,,,,,,"[day45] = '1'",y,,,,,
d45_vax_type,follow_up,,checkbox,"What vaccination was it?","1, Pneumovax|2, Seasonal Influenza|3, COVID-19",,,,,,"[d45_vax] = '1'",y,,,,,
d45app_vaxd,follow_up,,text,"Days from admission until vaccination before D45 visit",,,,,,,,,,,,,
serum_tak_45,follow_up,"<div class=""rich-text-field-label""><h5>Serum samples</h5></div>",yesno,"Serum sample obtained?",,,,,,,"[day45] = '1'",y,,,,,
d45app_serumd,follow_up,,text,"Days from admission until D45 visit serum",,,,,,,,,,,,,
d45_np,follow_up,"Nose/Throat Swab",yesno,"Should the patient have a NP/OP swab on day 45?",,,,,,,"[d45_symp_pre] = '1'",y,,,,,
d45_np_swab,follow_up,,yesno,"Nose/Throat swab taken",,,,,,,"[d45_np] = '1'",y,,,,,
d45_np_type,follow_up,,radio,"Site taken from","1, Nose|2, Throat|3, Midturbinate",,,,,,"[d45_np] = '1'",y,,,,,
